text,label
structure film easily tightly constructed history cinema think film something vitally important occurs every minute word content level film enough easily fill dozen film anyone right mind ask anything movie quite simply highest superlative form cinema imaginable yes film require rather significant amount puzzlesolving piece fit together create beautiful picture short film certainly pull punch graphic far best part game number one best th game series deserves strong love insane game massive level massive unlockable character massive game waste money game kind money wasted properly actually graphic good time today graphic crap say canada fun game aye game rock buy play enjoy love pure brilliance flick doomed conception idea lame take minor character mediocre pg film make complete nonsequel changing tone pgrated family movie wasnt least bit interested confirm film would unfunny generic also managed give away entire movie im exaggerating every moment every plot point every joke told trailer funny even talented carrell cant save costars dont fare much better people like morgan freeman jonah hill ed helm wasted story predictable lazy real effect work presence animal integration scene worst obvious bluegreenscreen work ive ever seen whatever cost much didnt translate quality thats sure film succeeds despite perhaps obviously meagre budget im glad film didnt go obvious choice lesser film certainly would addition one lovely song ever written french cancan also boast one cutest leading lady ever grace screen hard fall headoverheels love girl negative insipid enough cause regret another hour life wasted front screen long whiny pointless recommend waiting future effort let one go excellent cast story line performance totally believable anne heche utterly convincing sam shepard portrayal gung ho marine sobering sat riveted tv screen give one resounding think tom hank good actor enjoyed reading book child little disappointed movie one character totally annoying voice give feeling fingernail chalkboard totally unnecessary trainroller coaster scene absolutely warmth charm scene character movie totally grate nerve performance improved improvisation actor twice much worry whether theyre delivering line well whether line good quite honestly often good often dialogue doesnt really follow one line another fit surroundings crackle unpredictable youthful energy honestly found hard follow concentrate meander badly generally great thing wouldnt say theyre worth hour time though suspense builder good cross line g pg especially liked noncliche choice parent movie could predict dialog verbatim writing movie made better selection want movie thats gross give chill great choice alexander nevsky great film amazing film artist one important whoever lived im glad pretentious piece didnt planned dodge stratus big shot gonna help movie maker arent restrained movie business québec,0
first movie ive given year,1
ever movie needed wordofmouth promote,1
overall film interesting thoughtprovoking,1
plus wellpaced suited relatively short run time,1
give one look,1
gave,1
wind lion well written superbly acted,1
true classic,1
actually turned pretty decent far blist horrorsuspense film go,1
definitely worth checking,1
problem script,0
horrendous,0
nothing believable,0
suspense feeling frustration retarded girl,0
manna heaven terrific film predictable unpredictable time,1
scene often funny occasionally touching character evaluate life going,1
cast veteran actor nostalgia trip,1
ursula burton portrayal nun touching funny time making fun nun church,1
looking movie terrific cast good musicincluding shirley jones rendition way look tonight uplifting ending give one try,1
dont think disappointed,1
frankly cotton club unfaithful kind embarrassing watch lane gere film bad,0
acting bad dialog extremely shallow insincere,0
predictable even chick flick,0
politically correct,0
disappointing,0
thing really worth watching scenery house beautiful,1
love lane ive never seen movie lousy,0
hour half wish could bring back,0
term writing fresh bold,1
acting help writing along well maybe idiotsavant sister could played better real joy watch,1
directing cinematography arent quite good,0
movie boring sometimes found occupied peaking paper instead watching never happened columbo movie,0
sometimes embarrassing look away,0
directing seems pretentious,0
scene ohsomature neighbourgirl misplace,0
generally line plot weaker average episode,0
scene debated whether sack trumpeter falsely accused murder pure horror really stupid,0
applause given prelude however,1
really liked,1
great film great director,1
movie edge seat made somewhat afraid go car end night,1
music film really nice,1
id advise anyone go see,1
brilliant,1
,1
liked movie way much,1
problem thought actor playing villain low rent michael ironside,0
rocked world certainly must see anyone social physical outlet,1
however didnt make fact overall tremendously boring movie,0
chemistry ben affleck sandra bullock film couldnt understand would consider even leaving wifetobe chick supposedly knocked,0
several moment movie didnt need excruciatingly slow moving,0
poor remake best friend wedding,0
great disappointment,0
cannot believe actor agreed film,0
could stand even watch long fear losing iq,0
guess nobody network aired dribble watched putting,0
imdb rating go low awful time get negative number case,0
saw mirrormask last night unsatisfactory experience,0
unfortunately inexperience direction meant scene scene passed little way dramatic tension conflict,0
central theme film handled ineptly stereotypically depth imagination,0
pretty picture world cannot make piece work flawed core,0
hour half waste time following bunch pretty high schoolers whine cry life,0
cant relate hell barely understand,0
definitely cult classic well worth viewing sharing others,1
movie pure disaster story stupid editing worst seen confuses incredibly,0
fish badly made underwater shot repeated thousand time film,0
truly truly bad film,0
acting terrible writing worse,0
possible way movie could redeemed would mstk fodder,0
paid much,0
also real treat see anthony quinn playing crazy horse,1
boring,0
plot whatsoever,0
plot,0
horrible,0
worst hour half lifeoh gosh,0
walk theatre minute get relief,0
hate movie like,0
yeah movie pretty much sucked,0
plot storyline,0
go see movie bring pillow girlfriendboyfriend keep occupied,0
awful,0
dont think ive ever gone movie disliked much,0
good thing ticket cost five dollar would mad id paid see crap,0
nobody identifies character theyre cardboard cutout stereotype predictably reversestereotypes,0
bad film bad writing good actorsan ugly cartoon crafted paul haggis people cant handle anything bold stroke storytellinga picture painted crayon,0
crash depressing little nothing provokes emotion teach nothing already know racism prejudice bad thing,0
still like movie empowerment woman there enough movie like one,1
brain attempt shutdown part primal impulse selfpreservation,0
left shattered experience watching film took good two hour fully recover,0
movie join revenge boogeyman zombiez part hellish trinity horror film,0
certainly mean distinction good way,0
mean terrible way,0
film redeeming feature,0
everything appalling,0
artless camerawork endlessly present u ugliest setting imaginable ie,0
story beyond stupid,0
script script,0
kid annoying,0
lead man charismafree,0
utterly without merit level akin torture,0
ill even say  torture,0
maybe would reasonable explanation atrocity,0
pleasant voyage selfdiscovery,0
highly unrecommended,0
premise sound stupid thats,0
yes bad,0
nothing recommend,0
excellent performance m,1
garbo showed right bat talent could carry silent era wanted see silent work netflix doesnt seem stocking,1
also great see renowned silent screenwriter france marion hasnt missed step going silent sound,1
movie suffered writing needed suspense,0
many close ups,0
movie seemed drag hero didnt really work freedom,0
movie definitely average rent,0
youll love movie bad bad film way long definitely one bad one movie received great quality film age john wayne incredible job young movie industry screen presence shined thought even though senior actor screen think must see older john wayne film really dont see anyone could enjoy movie dont think ive ever seen movie half boring selfindulgent piece junk probably would better director hadnt spent movie showcasing art work really isnt noteworthy another thing didnt really like character got punched face gallon blood would spew forth soon jamie foxx absolutely ray charles performance simply genius owns film spacek owned coal miner daughter quaid owned great ball fire,1
fact hard remember part ray charles acted played man ray charles legendary ray charles life provided excellent biographical material film go well beyond another movie musician hitchcock great director ironically mostly find film total waste time watch secondly hitchcock pretty much perfected thriller chase movie pandering audience sabotage film hence whole story lack certain energy plot simply rumble like machine desperately depending addition new scene usual hitchcock logic flaw mishima extremely uninteresting chilly unremarkable movie author livingworking chilly abstruse culture flat reenactment dont hold attention emotionally adrift stagy rest sits awful soldier singing song masculinity pledge hairsplitting purity admiration sword etc bore piece kill momentum movie quicker anyone else schrader made resume full lousy amateurish film first watched movie loved totally fascinated music dancing everything however recently watched whole thing dvd completely struck extremely stupid storyline contained hole inconsistency frankly whole lot crap horrid dancing mean realistic world would never gotten ballet repertory whole thing quite pathetic character development also lacked depth woa talk awful waste time horrible worst sappiest dialogue could go really made unwatchable direction poor actor cant even tell talent pathetic line speak director gave action check director filmography site see film didnt chance would even good made tv flick good intention made film great film might one greatest film ever made film great actor master director significant themeat least wouldbe significant theme undertone fifty existential worldweariness aerial scene ought thrilled sens imagination character one might deeply care regrettably film fails movie lack visual interest drama expression feeling celebration patriotism underline narrative actress worse used june allison movie yet enjoy watching unfortunately bad movie plain bad bad script bad direction horrible acting make one plain bad dialogue sucked cinematographyif called thatsucked soundtrack sucked acting sucked concert sequence sucked nice funny funny overall movie cheap trash movie funny considering ridiculousness came feeling angry spoiler whatever else cant said surface superbly crafted cinematography simply stunning say least fx nothing stateoftheart conceptually show offer little bit everything everybody parent kid fantasy andor fx fan wasnt single sour note struck actingwise either surprisingly solid casting thing considered job well done thanks good movie like done released one best mexican movie ever one le understood even mexican matter identified felt rank highly great noircrimedrama incredible performance belmondo lino ventura attention given every character complex psychological portrayal detailing loyalty treachery love hope tremendous excellent drama excellent thriller excellent film best melville everything film simply incredible truly take journey eye soul child black water thriller manages completely transcend limitation indie flick continually subverting expectation emerge intense experience performance real gripping crocdodile extremely well done indeed black water website believed thats used real crocs swamp location fabulous thoroughly enjoyed christopher eccleston took control tardis continuation series im sure trying film turn good day feeling night disturbing memory guess succeeded lot beautiful place forced like everything movie lame here movie really pied dont even get started jerky camerawork saw theater thought going sick summary witticism werent witty plot well said id let one go acting bad really bad even billy bob couldnt rise script worse camerawork bad rating amazing finale possibly best trilogy time kieslowski never cease amaze one favourite director one talented director history cinema use colour french flag three film nothing short incredible every shot every scene like work art three visually appealing movie ive ever seen subtle connection three film awesome mention huge spoiler loved ending character three film remaining survivor ferry disaster valentine young judge together old man watching tv solidifying happiness suffering dealt many year couldnt think better way end film smile face great way wrap amazing film trilogy recommend everyone love film movie anythinga work art movie trilogy literally vomited watching film think one people found another one roth pearl performance awarded stunning story told eloquently francis ford coppola year earlier really unfolds gradually leaf room character develop wonderful location lie story contrast beautiful directed film nicolas roeg wih sublime cast im translating movie living first movie year working experience found offensive intelligence someone strives greatness poetry delivers muddled often ridiculous story bunch disparate scene pretentious dialogue get worst kind movie reviewer accurately defined pretentious crap,0
find movie intelligent even masterful say intelligence imagination obviously used try make sense pitiful attempt human nature try make sense thing,0
one thing tolerate political incorrectness well im artistic freedom suspension disbelief slavic female character much,0
fun funny movie,1
highly entertaining angle,1
feature outlandish array memorable psychotic lovable nut,1
enjoyment get see run around play game dangerous,1
even sweet moment,1
telephone repair man really funny reaction nut bitchy bos truly genuine,1
character film tremendously well played,1
really find funny,1
actually smart movie,1
brilliant twist ending,1
love ending perfect youll shed tear thrilled seeing movie like never forget cult cult classic depth character man underneath malta setting dry barren dialogue movie terrible hockey scene terrible defensemen playing like theyre year old goalie diving shot foot wide net etc havent seen dont waste time call movie drama ridiculous started watching didnt believe character particular relationship bakery assistant waitress didnt work superficial movie gave feeling watching play rather film character stagey storyline lot like stage farce time pyromaniac waylaid assistant bored didnt care happened next switched glad didnt pay see didnt laugh even smile wasnt anything one big yawn really good show watch educational child year old barney definitely super de duper pretty funny babie bop cute kid cool storm trooper even bad enough make list wonderfully terrible movie,0
lame,0
guy said he better dialogue potted plant right,0
everything movie stupid,0
even love bad movie watch movie,0
shameful,0
would give television series plus could,1
writer smack think best actor actress bonus showthese character real,1
must say taped episode find watching,1
know gave,1
dont know exactly movie latched endearing movie become special part family memory,1
totally absolutely recommend movie anyone like good wholesome family movie exactly,1
thing four kid get absolutely hilarious watch,1
one best movie show strong sibling bond,1
much interesting action suspense le unneeded controversy,1
everything acting cinematography solid,1
definitely worth checking,1
damian talented versatile many way writing portraying different character screen,1
movie cutting edge,1
pleased know modern day genius letting passion art drive taking u audience,1
new character werent memorable found forgetting,0
felt though going ireland absolutely nothing whatsoever,0
didnt make scared horrified make sympathetic towards character simply annoying,0
jerky camera movement also annoying,0
plot pretty much every cheap horror,0
pathetic attempt give character depth didnt really work rest plot,0
guess supposed clever twist shed light situation stupid,0
see probably leave shelf,0
elia koteasjack palance play good role angelina hot get nakedbilly drago appears cool usual cameo sven ole thorsen help make enjoyable movie good acting decent budget,1
awesome movie bought ebay,1
really loved story line poler bear kinda cutebut anyone question fort steele ask away,1
totally unfunny movie top pathetic unrealistic throughout whole minute utter torture probably looked watch time,0
lucy bell much higher crap sink low quite depressing,0
movie make sick watching slacker make excuse stupid action minute,0
god never get minute back,0
think wonderful part literally full wonder excerpt work,1
set especially designed work camera amazingstylized beautiful effective,1
could used exemplar set designer,1
story powerful exploration nature man art,1
watching film wanted learn work artist,1
highly recommend movie anyone interested art poetry theater politics japanese history,1
wind lion see wonderful rendering america imperial age,1
make story different terrific production value faultless photography composition editing terrific casting underappreciated brian keith playing bully teddy vivid history,1
though wind lion told largely eye son every member family identify one character whether sean connerys noble brigand candace bergen feisty heroine john huston wily john hay steve kanalys spiffy radiant ruthless cando lieutenant roosevelt big stick,1
high adventure best,1
think robert ryans best film portrayed someone like father schizophrenic real lifemy father although never murdered anyone affected second world war made worse,1
humour get get day apt,1
mother brother thiswhen saw robert ryan portraying type man good imitation type individual impressed,1
almost song cover girl oldfashioned tuneful,0
annoying thing cover girl way rita hayworth put pedestal,0
unfortunately cover girl example hollywood used exploit woman financial gain,0
nonlinear narration thus many flashback every part articulated quite well,1
good cinematography also make monica bellucci look beautiful,1
good commentary today love undoubtedly film worth seeing,1
people first timer film making think excellent job,1
popular cinema good house good reaction plenty laugh,1
feelgood film thats felt came cinema,1
northern humour positive community represents,1
rather enjoyed,1
liked,1
couldnt take seriously,0
really created unique feeling though,1
vivian schilling excellent job script,1
world better garbage theatre today,1
role played well,1
screamy masculine right,1
camera really like movie,1
would casted role ready script,1
european movie nice throwback time student experience living abroad interacting nationality although circumstance slightly different,1
fan movie sucked really bad,0
even worse ticker,0
movie bad,0
like building used couple location maybe poor hummh,0
blew,0
movie excellentangel beautiful scamp adorablehis little yelp he scaredand funniest part whenscamp caught curtain angel scamp singing ive never feeling beforei totally recommend movieits coming special edition june cover scamp garbage angel underneath lid,1
cant explain movie romanticcharminghilariousand adorablethe junkyard scene funnyall junkyard dog something specialtoo funny laughedkids love itbuy come outit new feature,1
chosen tortured disgusting piece blatant american propaganda,0
show made american stupid full hatred clichés admitted elsewhere,0
almost everyone involved must return school acting utterly predictable bad script pile garbage round,0
wish could enter negative value admins,0
set bad wouldnt look place thunderbird episode,0
use slowmotion needlessly repeat throughout movie well backed bad acting bad kind word continuity scene thrown reason whatsoever vehicle looked like made corn flake box directorial style bordered stupidity,0
oh yeah storyline pathetic,0
hate writing bad review film especially really like star film bad dont believe one second anyone could proud,0
filmmaker director would hide head sand id spent whatever amount money time movie,0
short monumental waste time energy would recommend anyone ever see film,0
came free dvd player bought still turned thing halfway embarrassed howell,0
setting,0
interesting premise billy drago always good dangerous nutbag side note id love see drago stephen mchattie lance hendrikson flick together talk raging cheekbone,1
soundtrack wasnt terrible either,1
actingeven professional drago debbie rochonwas terrible directing worse perhaps contributory former dialog chimplike camera work barely tolerable,0
still set got big oyvey scale,1
yes simplifying thing sake brevity really core problem film much going without real fulfilling explanation,0
good job quite amusing,1
convoluted plot didnt convince much film watched weird questioning glance,0
let girlfriend talk seeing bad idea hated,0
last minute movie also bad well,1
bela lugosi totally extraneous intoning odd line,0
acting decidely wooden though worse period universal b movie,0
like armand assante cable company summary sounded interesting watched twice already probably,1
believe screenwriter good job tying loose end,1
score mostly plot,1
wont say dont like spoiler dont want one believe film worth time,1
wow bad film,0
frightening least barely comprehensible,0
plot doesnt hang together acting absolutely appalling,0
even good camp value,0
wasnt expecting oscar material,0
youd iq particularly stupid mollusk see one coming,0
film use word loosely insult moviegoing public,0
someone involved knew string together narrative,0
get simply there nothing lower,0
one watched recently fox movie channel disappointed,0
know contract player little control script acting bad script,0
victor mclaglen even bad brian donlevy almost unrecognizable,0
considering relation screen taylor stanwyck surprising little chemistry screen two,0
premise film ridiculous president u,0
death row scene entirely unmoving,0
thing worse taylor acting stanwycks singing,0
whatever producer going missed entirely,0
deeply impressed character played,1
knew saw film great thing come gifted actor,1
cheap cheerless heist movie poor characterisation lot underbite style stoic emoting think chow yun fat better tomorrow cheesy clichés thrown abandoned factory ready poorly executed flying judo roll la john woo,0
even squib look awful,0
point proceeding look remotely like america,0
plot derivative predictable ending like mercy killing,0
awful dialogue hopeless overacting everyone get shot top real waste space time,0
uneasy bad movie scared,0
dialogue composed thing make little sense,0
minute footage wasted show mediocre elderly actor awkwardly babbling overwrought pseudosatanic gibberish corny enough make teen goth blush almost always olde english sometimes latin may may made word,0
directing sloppy best,0
hackneyed writing certainly made even worse bad directing,0
course acting blah,0
acting whole cast could put scale balanced perfectly overacting underacting,0
finally get ending wouldve great handled competent people jerry falwell,0
loved movie great portrayal family share ups end knew special love,1
seen many movie starring jaclyn smith god one best though came year ago,1
movie contained allstar cast loved opened eye see actor havent seen,1
movie kind long length enjoyed every minute,1
overall rate movie scale,1
lifetime air enough anyone know store sell let know musthave,1
particularly remember sens assaulted strident cord music would blare little warning even le meaning,0
sort pap screened afternoon punish unemployed job,0
totally different load understatement black comedy film get see remember,1
movie creates universe fascinating every way,1
movie really got,1
see,1
really hope team behind movie make movie continue kinda weird style,1
forgot casting superb trond fausa aurvåg perfect role bothersome man doesnt understand,1
movie good humorous comment life,1
found move beautiful enjoyable uplifting,1
initially local site film filmed buffalo intrigued,1
later found lost power film,1
entire audience applauded conclusion film,1
left theater lilt step joy heart hope human race,1
duris wholesome appearance give fine performance,1
rest cast also play well,1
cinematography noteworthy including fine view barcelona famed gaudi tower,1
ten minute film started second thought,0
half way film started dislike,0
time film ended disliked despised,0
film lack convincing script,0
script look rough draft written shooting began finished script completed,0
thing happen character personality change plot twist occur real reason script call,0
cast good,1
worth checking,1
probably irritating show ever seen entire life,0
indescribably annoying idiotic show ever seen,0
everything bad,0
could understand kind idiot would produce mess first place mention several season,0
script bad bad  contains cheesiness unethical joke normally see rated r nc movie,0
casting also horrible cause see really really bad actor period,0
final word show real torture,0
zillion time away reality,0
watching washing machine twirling around wouldnt hurt eye much show,0
rating grade z note show bad even mother cast pull daughter show,0
th century fox road house quite silly noir implausible unmitigated bore movie,0
full unconvincing cardboard character blandly written edward chodorov also produced surprisingly directed jean negulesco one would expect great deal,0
widmark character turn unintentionally comical,0
losing marble early proceeding totally implausible unconvincing,0
isnt enough mess movie picture also marred constant use studio set indoor exterior,0
whatever prompted documentary beyond,0
serious spoiler movie huge disappointment,0
many problem dont know start,0
cast great,1
steve martin delivers really funny performance middleaged upper class uptight white guy,1
add betty white jean smart great cast everyone played part really well,1
movie make lot serious mistake,0
first enough racial stereotype racial joke offend everyone,0
movie littered overt racial slur towards black cast member return white depicted moron boob,0
putting race card aside let look major flaw film destroy latifas character,0
real plot,0
wouldnt see movie free,0
steamboat willie amazingly important film cinema history,1
second appearance mickey mouse following silent plane crazy earlier year probably famous filmmostly groundbreaking,1
dont yet hear mickey speak ton sound effect music throughout filmsomething take granted huge crowd pleaser,1
however seeing short year amazed timeless film actually,1
adorable seeing mickey playing turkey straw highly imaginative occasionally cruel way,1
clever real crowdpleaserthis film still rank among mickey best film even wonderful year,1
bipolarity ruthless thug one minute ruthless killer next minute luvs diaper commercial completely unconvincing,0
im terribly disappointed film would receive many award accolade especially far deserving work film,0
original body soul masterpiece,1
john garfield ann revere lilli plmer william conrad canada leeand filmed one greatest cinematographer ever grace screenjames wong howe,1
dont think redeeming quality remake,0
may bad film ever made,0
badwellits bad,0
movie solid example bad plot bad idea way,0
shame see good actor like thomerson james make living mess like,0
thought bad,0
film terrible credit version watchable,0
let start problemsthe acting especially lead professor bad,0
script big flawed mess,0
best example dumb writing established turn zombiestudents back human removing necklace containing piece meteorite,0
director paul matthew also wrotedirected weak monster movie grim clearly doesnt know pace film,0
movie terribly boring place,0
lighting awful,0
film look cheap bland,0
one disappointing aspect lack notable gore,0
convention never worked well past certainly doesnt work,0
visual effect awful,0
cg opening sequence space looked like could created microsoft slideshow god sake,0
explosion gas tank end awful,0
okay like consider fair critic ill give credit credit duethe creature effect actually pretty cool,1
gotta love closeup slimy drooling teeth,1
sum film breeder terrible cheaply made horror movie avoided like ebola virus,0
recommended,0
almost unbearable watch screen little charisma terrible comedic timing,0
aside terrible lead film load debit,0
understand supposed cheap popcorn comedy doesnt mean completely insult intelligence writing incredibly hackneyed border offensive,0
lewis black considerable talent wasted incendiary unrestrained pg rating certainly wont allow,0
film sole bright spot jonah hill look almost unrecognizable fan recent superbad due amount weight lost interim,1
originality freshness first movie spent remake little else offer,0
budget evidently limited,0
reflected cast also belowpar script borrowed much earlier classic,0
however decent acting action location work balance thing,0
filmiing le expansive,0
failed convey broad sweep landscape great part original,0
generally lacked imagination,0
recommended,0
possible movie get worse,0
plot keep going first place,0
even woman finally show sign improvement expected thing happen time film might far asleep,0
beware trashy cult movie trash period,0
cant believe there even sequel,0
precisely giving bad review,0
child truly enjoyed show proudly say enjoyed big time even classical wb cartoon,1
tiny toon kept vibe delivered one popular funny underrated cartoon ever created,1
memory murky say enjoyed every single episode product related show,1
easily none cartoon made laugh tender way getting dark sitcom oriented teenager,1
character funny peculiarity true lead character,1
every single character hilarious deserved called lead,1
every element story top excessively phony contrived painful sit,0
line seem written fifteen year old though trying oh hard sound like fifteen year old would really um know well talk,0
perabo nice energy level obviously comfortable front camera,1
simply excuse something poorly done,0
saw movie thought stupid movie,0
even stupid thought idea volcano los angeles,0
honest unbelievable nonsense foolish,0
conclusion bother movie volcano los angeles nothing nonsense,0
story line awful,0
painful,0
accent absolutely abysmal,0
there also enough hypocrisy film make vomit,0
dont waste time watching rubbish nonresearched film,0
believe pitch black done well,1
character interesting want find longer movie go think people surprised doesnt make,1
go watch,1
omit watching,0
funny,1
rating,0
character interesting really care,1
instant classic great soundtrack catchy song ending credit,1
dont miss,1
masterful piece filmmaking many theme simmering occasionally boiling wart study poet bohemian selfindulgent wartime year span aerial bombardment london outward tranquillity welsh coastal retreat borderline friendship lust love dedication art experience versus practical concern jealousy rivalry cowardice egotism versus heroism selfsacrifice,1
mature subtle script suggests occasionally brings dramatic focus underlying tension well served perfect performance apart odd inappropriate smiling keira knightley prone though perhaps direction time character often mention,1
exquisite visual composition moment inventive elegant use closeup camera angle lighting including pointillistic faux home movie footage wonder joy behold,1
continuously beautiful look bertolucci relationship convincing narrative engaging master work,1
basic premise wasted since sidelined inexplicable focus documentary crew,0
regardless film fails level,0
avoid cost,0
saw film christmas great film,1
thought errol flynn brilliant custer since become favourite actor,1
acting alongside olivia de havilland brilliant ending fantastic,1
always known errol flynn brilliant actor dad favourite actor grew watching film child,1
wasnt watched film realised great actually,1
ill give film,1
know jim oconnor energetic nobody could much george well dull,0
really didnt seem want hosting voiceovers monotonous didnt get involved guest,0
lovely little thriller hitchcock lot nice shenanigan surrounding murdered spy kidnapped child nasty church foreign plot random taxidermist,1
jimmy stewart ever great hero hitchcock story rip along cool climax embassy function lack brooding menace hitchcock black white lowbudget original,1
nevertheless yet another wonderful film great master stable,1
say film excellently produced top rating typical sci fi film,1
excellently produced one scifis best producer scot vandiver,1
entertaining nonetheless,1
campy sort film thats joy watch,1
there barely boring moment film plenty humorous part,1
cast always entertaining usual,1
overall delight,1
movie mindbendingly awful couldnt even created,0
film lack real scare tension medical terminology used throughout bit iffy say least say insulin dependant diabetic,0
least said acting better,0
movie excellent job revealing complexity task incredible challenge facing south africa,1
believe every one see movie think people outside south africa understand past attempted truth reconciliation process,1
nothing short magnificent photographycinematography film,1
acting fantastic story seamlessly woven together dog splendid must rent view see,1
dont afraid subtitle worth little aversion therapy,1
excellent performance,1
still good actor around,1
also great directing photography,1
true shakespear must shakespear fan,1
macbeth jason connery moved tear final monolog brief candle outhe gave sphere moral decay dark force human face make interesting,1
helen baxendale credible lady macbeth cheerfull time sometimes look like naughty girl deadly taste blood evil,1
love death decay shakespears lyric one,1
witty delightful adaptation dr seuss book brilliantly animated upas finest thoroughly deserving academy award,1
special mention made superb music score sound effect integral element helping make memorable enjoyable cartoon,1
however paul schrader indeed made film mishima superb complex,1
also notable john bailey fine crisp beautifully colored cinematography great production design costume eiko ishioka went memorable costume coppola dracula received well deserved oscar,1
even allowing poor production value time format kind miniseries baaaaaad,0
unless youre visually collect extant film austen work skip one,0
watch however small consolation actress playing anne sister wonderful job role,1
good,0
speaking music unbearably predictably kitchy,0
film dropped ball,0
stunning movie,1
raw sublimely moving,1
felt like gripping intelligent stage play without overly theatrical feeling one actually get watching people stage play everyones terror white lie escalating monstrous consequence,1
main player mesmerising,1
tom wilkinson broke heart end everyone el judging amount fumbling hanky hand going face among male female alike,1
julian fellowes triumphed,1
he national treasure,1
go see,1
excellent film,1
aerial scene welldone,1
also right balance war love,1
film give meaning phrase never history human conflict much owed many,1
kris kristoffersen good movie really make difference,1
good film great director,1
definitely one better documentary seen looking family relationship marriage,1
many continuity error one user commented different car garage joes glassesthe one got fact joes facial hair configuration seemed change scene scene,0
great movie,1
star,1
cant see movie inspiration anyone come overcome fear rejection,0
bad actually worth seeing reason,0
punishment park brilliant piece cinema,1
shot southern california desert using patent faux documentary style watkins creates film like,1
one peter watkins accessible film,1
advise look,1
wont regret,1
highly recommended,1
well keep thinking bad,0
mediocre miserable hollow laughable predictable piece garbage,0
case bad laughable,0
bad performance play angela bennett computer expert home time,0
film nothing pretext show ridiculous action scene,0
awful,0
still bad actress repeating robotic face move picture,0
result well shame,0
delete film mind,0
one worst show time,0
show would begin smart as ed comment would totally wall uncalled,0
fat computer geek unbelievable bible thumper badass girl actor,0
never heard except cole totally unbelievable part,0
every time opened mouth expect hear see kid pulling plug mercy killing horrible show,0
story unbelievable actor,0
lame would best way describe,0
stanwyck morgan perfectly cast many way modern equivalent dickens christmas carol sensibility,1
success film depends casting sydney greenstreet alexander yardley character,1
attractive set used throughout film eyepleasing gem,1
im big fan rpg game movie disgrace selfrespecting rpger,0
line cut audio everything wrong,0
find better movie youtube,0
top line dont waste time money one bad come,0
lassie movie put sleep forever,0
thats id describe painfully dreary timewaster film,0
mediocre every aspect becomes dull uninteresting mess one forgettable movie ive seen,0
isnt even achievement sobaditsgood sobaditsmemorable movie,0
empty hollow shell movie,0
seriously worth wasting kid time,0
avoid avoid avoid,0
drive barking mad,0
transfer good,1
nice relaxing late night viewing,1
movie full wonderful dancing hence title,1
great music terrific scenery,1
handle tough issue dignity grace course shocking spoiler,1
happy wonderful feel good ending,1
point journey journey touch every member family,1
one movie need see whenever come tvnever mind fact already memorized,1
nothing new,0
done second movie,0
movie almost action scene little comedy,0
plot hole pair fishnet stocking direction editing astonishingly ham fisted,0
earth iron film,0
saw film recommend,1
good plot hold complete attention acting superb tom wilkinson fantastic emily watson also good,1
good film indeed great unconditional love,1
tom wilkinson character man prepared ordeal begin take matter hand story progress great actor give performance make feel character anguish suffering,1
emily watson character strong give quick glance understand everything,1
despite pan reviewer liked movie,1
fact liked better interview vampire liked lestat stuart townsend better cruise attempt,1
aailiyah pretty good akasha place compelling first entrance mini dance scene,1
im big fan series mostly due anne rice style sensitivity treatment,1
guess liked detail dysfunctionhe believable,1
football scene end perplexing,0
thought acting skilled,1
meredith better right,1
charming film wonderful sentiment heart,1
rare filmmaker take time tell worthy moral tale care love doesnt fall trap overly syrupy indulgent,1
nine ten truly lovely film,1
early film future goremeister lucio fulci good addition giallo subgenre,1
one best italian thriller early,1
standout scene,1
scene strong unpleasant,0
technically film well made impressive camerawork solid acting effective music riz ortolani  particularly good recurring unaccompanied female vocal sound like coming distant hill,1
still wild stuff though highly recommended fan giallo cinema,1
movie interesting beginning end,1
liked way dustin hoffman character ready everything stay son,1
movie also revealing,1
personally think show people learn find compromise self without involving people issue,1
boring,0
tired clichés lazy writing come thick fast,0
p scene movie cool central character find room blown,1
fresh subtle rather sublime effect,1
italian reviewer called small great film thats right,1
actor give wonderful performance especially jennifer rubin jamie harris change nervous starlet beginning strange event part cool star,1
learn lot real inside emotion people movie lot movie business,1
movie movie situation beginning game played acting coach fascinating,1
also music mark snow possibly best score ive ever heard,1
wont forget movie,1
film made,0
film ultracheap look,0
result film dont look right,0
none engaging exciting,0
plot nonsense doesnt interest slightest way uniqueness,0
foreigner worth one second time,0
saw child tv back stranger loved,1
duet astronaut doctor beginning movie perfect exchange one considers movie made well cold war astronaut biggest fear crashed ussr,1
movie awesome,1
loved really scary,1
love scream movie horror movie one rank way,1
want real scare rent one,1
,1
extraordinary film,1
courtroom drama compelling indictment american justice system frightening,1
film highlight fundamental flaw legal process discovering guilt innocence rather present better court,1
film well paced understated one best courtroom documentary ive seen,1
mostly routine factbased tv drama get boost fine performance cole,1
predictable bad watch,1
clear range ability pull part,1
carry movie well,1
constantine give everything right intensity seems good understanding underlying psychological motivation,1
wonderful inspiring watch hope get released video dvd,1
piece trash ever released beyond acting story character supposedly special effect etcits wrong,0
fact stinker smell like directtovideo release,0
avoid cost,0
star trek v final frontier worst series,0
acting involved includes like shatner nimoy bad washed making seem old look real life special effect tacky like spock rescue kirk jet pack fall mountain,0
attempt humor pitiful story awful dosent bear thinking basically involves vulcan stealing enterprise find god seriously didnt care film oh mention uhura belly dance distract male guard,0
